userId,movieId,rating,timestamp
520,30707,4.5,1146596088
520,30749,4.5,1142024597
520,32587,3.5,1146596171
520,33166,4.5,1142024642
520,34048,0.5,1143504893
520,36517,3.5,1142027606
520,36529,3.5,1142027379
520,37733,3.0,1143503401
520,39292,4.5,1142447926
520,40815,4.0,1142025648
520,41566,3.5,1142025688
520,44191,3.5,1143502917
521,50,4.5,1370072261
521,236,3.5,1370072069
521,260,4.5,1370072777
521,318,4.5,1370072453
521,333,3.5,1370072102
521,376,3.5,1370072072
521,471,3.5,1370072127
521,527,4.5,1370072270
521,593,4.5,1370072804
521,608,5.0,1370072968
521,805,3.5,1370072058
521,852,4.0,1370072131
521,858,5.0,1370072258
