userId,movieId,rating,timestamp
384,8810,2.0,1153157831
384,8861,4.0,1153157991
384,8870,2.5,1153757143
384,8949,3.5,1153818870
384,8957,4.0,1153157491
384,8972,4.0,1199658240
384,8981,5.0,1153155323
384,8984,2.0,1153158950
384,8985,2.0,1153158104
384,27706,4.0,1153418116
384,27831,3.5,1156369678
384,27851,3.5,1154367666
384,30707,4.0,1153158845
384,30793,3.0,1154108626
384,30812,3.5,1153949864
384,30825,3.5,1153326239
384,30848,2.5,1156525990
384,31221,2.5,1153762066
384,31420,3.5,1156718492
384,31685,3.0,1188251867
384,31696,2.0,1153937224
384,32017,3.5,1167690416
384,32031,3.0,1154367822
384,32587,5.0,1153158148
