userId,movieId,rating,timestamp
307,1147,4.5,1209039420
307,1186,2.0,1209039308
307,1193,4.0,1209125973
307,1213,5.0,1209125985
307,1222,5.0,1209039965
307,1617,4.5,1209040063
307,1732,5.0,1209040136
307,2060,3.5,1209039531
307,2329,4.5,1209039868
307,2485,3.0,1209039342
307,2502,4.0,1209040002
307,2858,5.0,1209039943
307,2959,4.5,1209039891
307,3173,3.5,1209039410
307,3178,4.0,1209039386
307,3949,4.0,1209040094
307,4011,4.5,1209040116
307,4226,5.0,1209039992
307,4973,5.0,1209040127
307,5110,4.0,1209039559
307,5137,4.5,1209039935
307,5528,3.5,1209039401
307,5954,4.0,1209039949
307,5995,5.0,1209126093
307,6016,5.0,1209039881
