userId,movieId,rating,timestamp
105,5349,2.5,1101115415
105,5377,4.0,1085574465
105,5388,4.0,1085580133
105,5400,2.5,1085582022
105,5418,4.0,1085574443
105,5419,1.5,1086094117
105,5445,3.0,1085581212
105,5447,4.0,1199439617
105,5464,4.0,1086272549
105,5630,3.0,1086094066
105,5669,3.0,1100532042
105,5693,4.0,1088058740
105,5747,3.5,1100532177
105,5816,3.0,1086101995
105,5867,3.5,1101125659
105,5878,3.5,1085581939
105,5900,3.0,1085641448
105,5902,3.5,1086093675
105,5940,4.0,1085641421
105,5945,3.5,1100606244
105,5952,5.0,1085579003
105,5954,3.5,1086272571
105,5959,4.0,1085579117
105,5989,3.5,1101125697
105,6016,5.0,1100530925
