userId,movieId,rating,timestamp
635,112552,3.0,1448301797
636,1,3.0,855227186
636,17,3.0,855227188
636,18,3.0,855227364
636,25,4.0,855227188
636,29,4.0,855227415
636,30,4.0,855227524
636,32,4.0,855227184
636,36,4.0,855227232
636,52,2.0,855227262
636,65,2.0,855227321
636,68,4.0,855227547
636,85,5.0,855227416
636,88,3.0,855227385
636,102,3.0,855227385
636,141,3.0,855227186
636,260,3.0,855227294
636,562,4.0,855227547
636,608,5.0,855227232
636,639,3.0,855227547
636,640,4.0,855227364
636,648,4.0,855227187
636,663,3.0,855227415
636,724,3.0,855227339
636,736,3.0,855227186
636,762,3.0,855227294
636,766,5.0,855227523
636,778,5.0,855227321
