userId,movieId,rating,timestamp
260,329,5.0,1207985668
260,356,4.0,1207985437
260,367,2.0,1207985628
260,379,3.5,1207885410
260,589,4.0,1207887816
260,590,4.0,1207887734
260,765,4.0,1207885529
260,1194,3.5,1207886026
260,1196,5.0,1207985383
260,1210,5.0,1207887704
260,1240,4.5,1207985596
260,1265,5.0,1207985684
260,1409,4.0,1207885371
260,1620,3.5,1207885599
260,1704,5.0,1207985573
260,1961,3.5,1207985516
260,1979,3.0,1207886252
260,1981,3.0,1207886256
260,2109,2.5,1207885307
260,2269,2.5,1207885933
260,2571,5.0,1207887760
260,2628,5.0,1207985396
260,2716,3.0,1207985242
260,2959,2.5,1207985204
260,3249,3.5,1207885953
