userId,movieId,rating,timestamp
590,208,3.0,848677459
590,223,5.0,848677877
590,225,4.0,848677590
590,231,3.0,848677408
590,235,4.0,848677742
590,253,3.0,848677496
590,256,3.0,848677787
590,265,4.0,848677787
590,266,4.0,848677616
590,276,3.0,848677890
590,288,4.0,848677496
590,292,4.0,848677432
590,293,4.0,848677742
590,296,4.0,848677295
590,315,3.0,848677654
590,316,3.0,848677408
590,317,4.0,848677616
590,318,5.0,848677432
590,329,3.0,848677432
590,333,3.0,848677809
590,337,4.0,848677686
590,339,3.0,848677496
590,342,4.0,848677907
590,344,3.0,848677376
590,349,3.0,848677408
590,350,3.0,848677616
590,353,3.0,848677760
