userId,movieId,rating,timestamp
614,1653,2.0,1010620111
614,1821,4.0,1010620111
614,1858,4.0,1010620243
614,1968,4.0,1003253736
614,2134,2.0,1003253736
614,2165,5.0,1010620225
614,2243,4.0,1003254185
614,2301,4.0,1010620036
614,2396,3.0,1003254016
614,2398,2.0,1003253973
614,2424,3.0,1010620290
614,2803,3.0,1010620243
614,2849,2.0,1010620036
614,2879,4.0,1010620090
614,2935,4.0,1003254032
614,3004,1.0,1010620205
614,3148,2.0,1010620148
614,3173,2.0,1010620049
614,3185,1.0,1010620111
614,3270,4.0,1003253736
614,3341,3.0,1003253918
614,3555,4.0,1010620225
614,3623,4.0,1010620205
614,3683,4.0,1003253955
614,3983,4.0,1003254049
