userId,movieId,rating,timestamp
623,4011,5.0,1225258189
623,4306,4.5,1225256595
623,4816,4.5,1225258001
623,4878,5.0,1225258173
623,4896,3.5,1225256527
623,4963,4.5,1225256138
623,4973,5.0,1225258328
623,5349,4.0,1225256036
623,5418,4.0,1225256335
623,5628,4.5,1225258230
623,5952,5.0,1225255925
623,5989,4.0,1225256351
623,6016,5.0,1225258320
623,6333,3.5,1225256277
623,6377,4.0,1225256023
623,6539,4.5,1225255863
623,6874,4.0,1225255995
623,7090,5.0,1225258041
623,7153,5.0,1225255859
623,7361,4.5,1225256119
623,7438,4.0,1225256098
623,8636,3.5,1225256240
623,8665,4.0,1225257823
623,8961,4.0,1225255895
623,9010,5.0,1225258357
