userId,movieId,rating,timestamp
242,1960,5.0,956687430
242,1961,5.0,956686799
242,1962,5.0,956687388
242,1964,5.0,956688588
242,1968,4.0,956687495
242,2000,5.0,956684930
242,2001,4.0,956684930
242,2002,4.0,956684930
242,2006,4.0,956684301
242,2020,4.0,956686556
242,2023,5.0,956684660
242,2028,5.0,956684214
242,2058,4.0,956684330
242,2069,5.0,956687566
242,2070,5.0,956687597
242,2076,5.0,956687665
242,2100,4.0,956687205
242,2104,4.0,956687737
242,2108,4.0,956683881
242,2112,5.0,956685503
242,2114,4.0,956687702
242,2115,5.0,956685077
242,2125,4.0,956683838
242,2126,4.0,956685706
242,2145,4.0,956687231
242,2146,4.0,956687205
