userId,movieId,rating,timestamp
214,595,4.0,978469223
214,608,5.0,950123104
214,628,4.0,950123331
214,648,3.0,978125778
214,745,5.0,979451781
214,750,5.0,978468585
214,780,5.0,979953037
214,800,4.0,979953296
214,804,1.0,978128611
214,832,4.0,978131748
214,858,5.0,978418166
214,912,3.0,946918789
214,919,5.0,979451594
214,924,5.0,950123179
214,1028,5.0,978469256
214,1029,3.0,978469274
214,1036,4.0,946918970
214,1077,4.0,978468662
214,1079,4.0,978417812
214,1089,5.0,950123104
214,1090,5.0,978382391
214,1092,4.0,978131748
214,1097,4.0,978417916
214,1101,4.0,946919243
214,1127,4.0,946919189
214,1179,3.0,978382183
214,1185,5.0,978417867
