userId,movieId,rating,timestamp
384,4638,2.5,1153502726
384,4660,3.5,1162724125
384,4673,3.0,1153762511
384,4718,3.5,1153155660
384,4720,2.5,1153741074
384,4776,3.5,1156525246
384,4816,5.0,1153155359
384,4848,4.0,1153865889
384,4878,2.0,1153325809
384,4890,3.0,1194779997
384,4896,3.0,1153501693
384,4901,2.5,1153740728
384,4963,4.0,1153158943
384,4974,3.0,1153861554
384,4993,4.0,1153325557
384,5010,4.0,1153501093
384,5040,3.5,1153503095
384,5093,2.5,1153503106
384,5134,3.5,1153155787
384,5218,3.5,1153158426
384,5219,2.0,1153157989
384,5254,2.5,1153158099
384,5266,3.0,1154364909
384,5293,1.5,1153950287
384,5296,3.0,1153740900
