userId,movieId,rating,timestamp
8,4896,3.5,1154400398
8,4963,4.5,1154400383
8,4973,4.0,1154465373
8,4993,3.5,1154464819
8,4995,3.5,1154389449
8,5064,5.0,1154400236
8,5378,3.5,1154389552
8,5445,4.5,1154400449
8,5464,4.0,1154464756
8,5630,4.0,1154400407
8,5650,4.0,1154465399
8,5669,3.0,1154465385
8,5952,4.0,1154464762
8,5989,3.5,1154400444
8,6377,4.0,1154389474
8,6378,3.0,1154400191
8,6870,4.0,1154464895
8,6874,5.0,1154465296
8,6879,3.0,1154400253
8,7143,3.5,1154400294
8,7153,4.0,1154464753
8,7361,4.0,1154465367
8,7438,4.0,1154464994
8,8533,2.5,1154400471
8,8784,4.5,1154464868
8,8873,4.0,1154465499
8,8874,3.0,1154465548
