userId,movieId,rating,timestamp
73,435,2.5,1304412304
73,441,3.5,1255508982
73,442,3.5,1304412090
73,456,4.0,1289377723
73,457,4.0,1261572758
73,466,2.5,1304411724
73,471,4.0,1296460183
73,474,3.5,1255608640
73,480,4.0,1255503366
73,481,3.5,1255507407
73,482,4.0,1429168457
73,485,3.0,1287294447
73,493,4.0,1255503176
73,497,3.5,1255845005
73,500,3.5,1272354528
73,502,3.0,1470720213
73,507,3.5,1470896986
73,508,4.0,1261572653
73,510,0.5,1255593983
73,514,3.5,1470720182
73,520,4.0,1255595145
73,522,3.0,1255850852
73,527,5.0,1255844407
73,541,4.5,1255508022
73,551,3.5,1255844972
73,553,4.0,1311651342
73,555,4.0,1255502930
