userId,movieId,rating,timestamp
213,8961,4.0,1462634056
213,8965,3.0,1462638505
213,8972,4.5,1462634345
213,8985,2.0,1462638562
213,26375,2.5,1462644084
213,26662,2.5,1462644085
213,27032,1.5,1462635654
213,27660,2.5,1462638488
213,27706,2.0,1462638247
213,27821,3.0,1462640149
213,27837,3.0,1462644085
213,30793,2.5,1462640634
213,31193,3.0,1462644085
213,31221,1.0,1462639701
213,31685,2.5,1462637776
213,31696,3.5,1462637830
213,32017,2.5,1462640087
213,32029,3.0,1462640401
213,32031,3.5,1462638838
213,32296,2.0,1462639606
213,32596,4.0,1462639738
213,33004,2.0,1462637816
213,33493,2.5,1462637627
213,33615,2.0,1462637962
