userId,movieId,rating,timestamp
450,2858,5.0,1449349598
450,2959,5.0,1449349260
450,2970,5.0,1449349303
450,3089,4.5,1449349725
450,3202,5.0,1449349335
450,3578,1.0,1475737172
450,3793,0.5,1475737181
450,3910,5.0,1475737250
450,3949,3.5,1449354163
450,4011,5.0,1475737199
450,4027,5.0,1475737199
450,4226,5.0,1475737165
450,4235,3.5,1475737258
450,4306,4.0,1475737174
450,4308,3.0,1449354030
450,4848,5.0,1449354273
450,4873,5.0,1449354102
450,4878,5.0,1449354041
450,4886,4.0,1475737183
450,4963,5.0,1475737189
450,4973,5.0,1449349263
450,4993,1.0,1475737169
450,4995,4.5,1475737195
450,5056,5.0,1449349308
450,5121,5.0,1449349304
