userId,movieId,rating,timestamp
58,2072,2.0,961127480
58,2085,3.0,961127480
58,2124,3.0,961127690
58,2133,4.0,961127690
58,2153,2.0,961128302
58,2163,4.0,961128269
58,2180,4.0,961127256
58,2202,5.0,961127256
58,2311,5.0,961127522
58,2475,3.0,961127558
58,2505,4.0,961127592
58,2520,2.0,961127790
58,2522,2.0,961127761
58,2551,2.0,961127256
58,2683,1.0,961128302
58,2788,5.0,961128020
58,2791,5.0,961127761
58,2792,5.0,961127761
58,2817,2.0,961127638
58,2827,3.0,961128269
58,2846,4.0,961127690
58,3070,4.0,961127690
58,3153,2.0,961127558
58,3251,5.0,961127761
58,3420,5.0,961127480
58,3421,5.0,961128055
58,3510,5.0,961127407
