userId,movieId,rating,timestamp
418,1088,5.0,1132177250
418,1092,3.0,1132177216
418,1240,2.5,1132178369
418,1380,3.5,1135031757
418,1407,3.5,1135031771
418,1416,2.5,1132180298
418,1446,3.5,1132179507
418,1527,3.5,1132178522
418,1562,1.5,1135029619
418,1566,3.0,1132180897
418,1580,4.0,1132178344
418,1645,3.5,1132180274
418,1688,4.0,1132180783
418,1704,3.5,1132178537
418,1721,4.5,1132178349
418,1722,3.0,1132177114
418,1835,4.0,1132180632
418,1882,3.5,1132180397
418,1923,2.5,1132178542
418,1961,3.5,1132178483
418,2080,3.5,1132180739
418,2167,3.5,1132180257
418,2324,4.5,1132179425
418,2470,3.0,1142087569
418,2471,3.5,1142087572
