movieId,imdbId,tmdbId
7062,0055798,898
7063,0068182,2000
7064,0038348,648
7065,0004972,618
7067,0059229,19120
7068,0054632,4024
7069,0067372,11316
7070,0040724,3089
7071,0072417,29845
7072,0031971,995
7073,0058586,1594
7074,0015163,32318
7075,0049096,11839
7076,0062765,916
7078,0030287,1976
7079,0031455,31685
7080,0024034,3062
7081,0024166,34456
7082,0056575,12708
7083,0090110,42045
7084,0069097,11610
7085,0058571,4939
7086,0030637,25016
7087,0087892,15927
7088,0053146,40423
7089,0071129,7857
7090,0299977,79
7091,0023027,13912
7093,0071524,987
7095,0076327,37749
7096,0307385,30140
7099,0087544,81
