movieId,imdbId,tmdbId
7012,0100201,2612
7013,0048424,3112
7016,0093692,1825
7017,0105104,10538
7018,0100404,11092
7020,0102721,14904
7022,0266308,3176
7023,0107156,9261
7024,0073650,5336
7025,0102443,23908
7026,0094072,14671
7027,0090022,11509
7028,0100449,10729
7029,0076590,29437
7034,0150662,11634
7036,0090142,11824
7038,0210358,20067
7040,0090180,9846
7042,0090563,11986
7043,0056663,1626
7044,0100935,483
7045,0100944,10166
7046,0094332,6069
7048,0119807,11676
7050,0027630,28292
7051,0059903,3681
7055,0028333,20325
7056,0022286,17687
7058,0039566,41465
7059,0037120,17641
7060,0070239,12545
7061,0031210,27972
