movieId,imdbId,tmdbId
72308,1286130,105077
72356,1425244,24480
72367,0758751,19851
72378,1190080,14161
72380,0362478,22825
72386,0913425,8088
72393,1220198,22824
72395,0929632,25793
72405,1095217,11699
72407,1259571,18239
72479,0790712,28089
72489,1186367,22832
72603,1526300,25472
72605,0765010,7445
72612,0081040,47466
72626,0009932,53516
72630,0804529,20764
72641,0878804,22881
72647,0131149,88276
72683,0022080,8353
72694,1247692,22640
72696,0976238,22949
72701,0762125,16866
72720,1315981,34653
72731,0380510,7980
72733,1057500,22954
72737,0780521,10198
72741,0780511,26171
72762,0913354,4597
