movieId,imdbId,tmdbId
52435,0060345,13377
52456,0457433,7183
52458,0486822,8271
52460,0446013,1534
52462,0455326,13158
52528,0066491,35838
52545,0492481,20405
52579,0450188,1407
52604,0488120,6145
52606,0488085,9843
52617,0835787,54659
52644,0452702,10294
52666,0103793,1987
52668,0419843,13067
52694,0453451,1268
52712,0435670,9785
52717,0443473,14636
52722,0413300,559
52730,0329737,13352
52767,0075610,20553
52831,0095583,14240
52885,0851578,4977
52913,0027067,31866
52950,0409904,2269
52952,0480025,11798
52967,0491747,1919
52973,0478311,4964
52975,0427327,2976
53000,0463854,1562
53024,0762111,36676
