movieId,imdbId,tmdbId
1996,0095889,10306
1997,0070047,9552
1998,0076009,11586
1999,0099528,11587
2000,0093409,941
2001,0097733,942
2002,0104714,943
2003,0087363,927
2004,0099700,928
2005,0089218,9340
2006,0120746,9342
2007,0119910,38509
2008,0117898,60033
2009,0070723,12101
2010,0017136,19
2011,0096874,165
2012,0099088,196
2013,0069113,551
2014,0076054,16084
2015,0054594,17984
2016,0078790,22328
2017,0054649,32611
2018,0034492,3170
2019,0047478,346
2020,0094947,859
2021,0087182,841
2022,0095497,11051
2023,0099674,242
2024,0102757,1411
2025,0119558,9769
2026,0134619,9424
2027,0120741,9835
2028,0120815,857
