movieId,imdbId,tmdbId
4682,0098622,11342
4684,0098678,32330
4686,0108539,8494
4687,0056868,26535
4688,0101465,41784
4690,0087089,2148
4691,0087130,42033
4692,0087428,11308
4696,0083366,19317
4697,0083624,27813
4698,0119842,57745
4699,0218922,2057
4700,0247638,9880
4701,0266915,5175
4703,0094868,41951
4704,0056059,11385
4705,0077288,4484
4706,0080489,11684
4709,0064782,20391
4710,0075213,12584
4711,0108323,70042
4712,0064285,1627
4713,0080360,11542
4714,0080377,17169
4716,0080408,33214
4717,0080436,19267
4718,0252866,2770
4719,0181739,12610
4720,0230600,1933
4721,0244000,13496
4722,0250202,21055
