movieId,imdbId,tmdbId
3925,0088184,469
3926,0055608,2160
3927,0060397,2161
3928,0040068,3073
3929,0032234,911
3930,0046876,10973
3932,0024184,10787
3933,0052969,43109
3934,0050610,43230
3936,0036261,15855
3937,0088024,9507
3938,0084695,27475
3939,0093996,27764
3940,0100639,27767
3941,0091990,40760
3942,0100663,40446
3943,0215545,24664
3945,0259974,20455
3946,0208988,10461
3947,0067128,1485
3948,0212338,1597
3949,0180093,641
3950,0170691,10687
3951,0202641,63956
3952,0208874,6521
3953,0205271,10763
3955,0213790,16888
3956,0160484,10383
3957,0066832,21142
3959,0054387,2134
3960,0113269,18801
3961,0089200,18498
