movieId,imdbId,tmdbId
31114,0373024,25350
31116,0034167,16442
31150,0076929,16220
31156,0043255,33475
31162,0352520,10609
31184,0401233,11633
31193,0076363,13716
31221,0357277,9947
31225,0393162,7214
31270,0073705,27429
31284,0075265,19610
31290,0101412,27549
31364,0353969,11423
31374,0047094,16410
31408,0420206,342
31410,0363163,613
31413,0276617,273
31420,0398712,8978
31422,0368578,11637
31427,0382077,11096
31431,0357507,8968
31433,0372532,6961
31435,0417791,31165
31437,0408664,2517
31445,0362590,11413
31502,0079844,11343
31522,0079095,661
31524,0068278,10310
31547,0104706,53200
31549,0067085,55624
