movieId,imdbId,tmdbId
112921,2956808,279414
112940,1972571,157849
113064,2967006,242088
113186,2402603,209269
113207,2473602,239566
113220,3091304,212849
113225,2870756,229297
113252,3504048,253306
113275,2980648,228194
113345,1617661,76757
113348,1291150,98566
113378,0435651,227156
113416,1396523,286709
113453,1924435,193893
113532,3097204,242022
113565,2383068,211067
113573,0458481,189
113640,2517658,265010
113705,2737050,221902
113741,2866360,220289
113780,2870612,256274
113829,2756032,242090
113862,2980592,241848
113938,3889036,285597
114028,3169706,234200
114044,3177316,254191
