movieId,imdbId,tmdbId
5342,0091647,26725
5343,0108311,17168
5344,0088256,48482
5346,0100934,5203
5348,0278823,9689
5349,0145487,557
5352,0077234,1815
5353,0068326,55106
5354,0064117,28289
5356,0073043,39154
5357,0110157,24767
5359,0102753,32221
5360,0086397,28466
5361,0103247,12227
5363,0241760,10985
5364,0250797,2251
5365,0239234,2894
5366,0103253,20712
5367,0091578,11240
5372,0045591,14117
5373,0050634,38360
5375,0038589,28907
5377,0276751,245
5378,0121765,1894
5379,0247199,4012
5380,0278500,9026
5382,0077523,15417
5383,0052905,11791
5384,0051758,28577
5385,0077838,13963
5387,0278435,1957
5388,0278504,320
