movieId,imdbId,tmdbId
4217,0118540,26580
4218,0091860,21309
4219,0089208,16263
4220,0071771,4985
4221,0102517,20704
4222,0087015,23730
4223,0215750,853
4224,0242445,10877
4225,0205873,5257
4226,0209144,77
4228,0125022,10833
4229,0239949,20309
4231,0244970,12658
4232,0227538,10054
4233,0246989,10646
4234,0236784,2575
4235,0245712,55
4236,0206187,65075
4237,0247380,44379
4238,0164334,2043
4239,0221027,4133
4241,0266860,10991
4246,0243155,634
4247,0245686,10956
4248,0236348,19366
4251,0221073,9519
4252,0255094,13898
4254,0231402,9290
4255,0240515,13166
4262,0086250,111
4263,0055895,32488
4265,0132245,10477
