movieId,imdbId,tmdbId
6084,0084088,37917
6091,0084228,8219
6092,0084234,27088
6093,0084237,10150
6095,0084266,16407
6096,0084293,41913
6100,0084329,8288
6101,0084335,15600
6103,0084351,124963
6104,0084352,11949
6105,0084354,42134
6107,0084422,42130
6109,0084445,41291
6114,0084488,37997
6115,0084489,27609
6116,0084504,25872
6121,0084565,42135
6122,0084597,21923
6123,0084628,1563
6124,0084633,17132
6125,0084648,59533
6126,0084654,2262
6127,0084675,52772
6132,0084719,30874
6133,0084725,30363
6140,0084777,29702
6143,0084814,9699
6148,0084899,47955
6154,0301181,26454
6155,0251127,9919
6156,0300471,6038
