movieId,imdbId,tmdbId
8961,0317705,9806
8963,0273689,12777
8964,0274407,47959
8965,0338348,5255
8966,0362269,11184
8968,0367479,10589
8969,0317198,9801
8970,0308644,866
8972,0368891,2059
8973,0275491,140
8974,0345950,11836
8977,0346491,1966
8979,0390299,174787
8981,0376541,2288
8982,0327919,15397
8983,0385004,9550
8984,0349903,163
8985,0359013,36648
8986,0053644,15788
8987,0403910,33377
8988,0053716,18973
8989,0051516,41253
8998,0072272,33740
8999,0075323,74719
9000,0111408,77448
9001,0054453,43752
9004,0088979,16248
9005,0106912,15613
9010,0364517,8424
9012,0045109,50085
9018,0391024,18889
25737,0011237,2972
