movieId,imdbId,tmdbId
1933,0029146,43278
1934,0030993,34106
1935,0033729,43266
1936,0035093,27367
1937,0036872,17661
1938,0037884,28580
1939,0036868,887
1940,0039416,33667
1941,0040416,23383
1942,0041113,25430
1943,0044672,27191
1944,0045793,11426
1945,0047296,654
1946,0048356,15919
1947,0055614,1725
1948,0057590,5769
1949,0060665,874
1950,0061811,10633
1951,0063385,17917
1952,0064665,3116
1953,0067116,1051
1954,0075148,1366
1955,0079417,12102
1956,0081283,16619
1957,0082158,9443
1958,0086425,11050
1959,0089755,606
1960,0093389,746
1961,0095953,380
1962,0097239,403
1963,0065063,11485
1964,0067309,466
