movieId,imdbId,tmdbId
1148,0108598,531
1150,0084589,4483
1151,0109781,18919
1152,0040427,31556
1153,0040723,26167
1154,0039881,26174
1161,0078875,659
1162,0069198,30892
1163,0110521,86369
1164,0060304,8074
1165,0115715,124676
1167,0116059,38554
1168,0115610,49763
1169,0099028,41326
1171,0103850,10608
1172,0095765,11216
1173,0097108,7452
1174,0109942,64567
1175,0101700,892
1176,0101765,1600
1177,0101811,26561
1178,0050825,975
1179,0099703,18129
1180,0102014,54405
1181,0120121,150823
1183,0116209,409
1184,0102426,38251
1185,0097937,10161
1186,0098724,1412
1187,0105107,41768
1188,0105488,10409
1189,0096257,14285
