movieId,imdbId,tmdbId
82667,1588170,49797
82852,0970866,39451
82854,1320261,38745
82931,1572491,56812
82934,1319726,34576
83086,1126591,42297
83096,0012255,51359
83132,1568921,51739
83134,1465522,46838
83177,1302067,41515
83270,1371155,46138
83293,1268204,46689
83318,0012224,51360
83322,0011984,50704
83332,0756727,53079
83349,0990407,40805
83359,0012570,51362
83361,0012543,25770
83374,1032751,46528
83411,0013025,38742
83480,0479997,23047
83506,1815899,198391
83603,0422258,90272
83613,0409847,49849
83803,1620446,40619
83827,1391092,52013
83829,0058555,46787
83910,1578275,44564
83976,1740047,63578
