movieId,imdbId,tmdbId
142240,1830792,81704
142258,4145178,319076
142422,3530002,296100
142448,2719848,253412
142488,1895587,314365
142507,1596345,245698
142536,2503944,295964
142997,2510894,159824
143255,1957938,301228
143257,3774466,330112
143377,2049586,285689
143385,3682448,296098
143410,4034452,316042
143472,1694021,244316
143657,2400463,306947
143859,0475290,270487
144172,3286052,334536
144620,1051904,257445
144714,3862750,304372
144976,2494362,294963
145150,2910904,298382
145307,0102996,45147
145775,1730714,342786
145839,3322364,321741
145935,2452042,227973
146309,4272866,315465
