movieId,imdbId,tmdbId
112370,2109248,91314
112399,2714900,169607
112421,1605717,171372
112450,2398249,180296
112460,2980706,218836
112497,2103254,226486
112515,2321549,242224
112550,2844798,267999
112552,2582802,244786
112556,2267998,210577
112577,0081758,92323
112582,2382298,250766
112623,2103281,119450
112653,3445270,250700
112655,1763264,123109
112689,3078242,211052
112735,3244512,265349
112749,2465146,253235
112767,2182256,253310
112788,1956620,225886
112804,2884206,244267
112818,2975578,238636
112850,2380331,214075
112852,2015381,118340
112897,2333784,138103
112911,1267297,184315
