movieId,imdbId,tmdbId
92264,1598828,54054
92309,1594562,58428
92420,1706593,76726
92424,0106757,148033
92439,1645080,64678
92494,0439553,13976
92496,1023122,13586
92498,1583937,26118
92507,1599348,59961
92509,1606389,72570
92535,2112999,80379
92613,0960770,14205
92665,1996264,84200
92681,1397514,72545
92694,1439572,51999
92751,1700258,53174
92756,0073096,84259
92938,1071875,71676
92954,1073510,21634
92966,0409011,27902
93040,0098769,26397
93061,1720182,83860
93242,1838544,79548
93265,1630036,72213
93270,1636826,57214
93272,1482459,73723
93287,1053810,73937
93320,0383678,38674
93324,1860355,82620
