movieId,imdbId,tmdbId
99005,1925431,139567
99007,1588173,82654
99030,1901040,83186
99085,0026835,43895
99089,0028118,43268
99106,1694020,82687
99112,0790724,75780
99114,1853728,68718
99117,1758830,89492
99145,1649419,80278
99149,1707386,82695
99220,1441951,121826
99270,0025829,46159
99273,0028315,27597
99276,0031995,38727
99296,1999995,97051
99320,2119474,118683
99415,1047540,88042
99437,1783732,75761
99468,2380247,124067
99470,1748227,134597
99574,2091473,133694
99609,1242642,71208
99615,1634300,76421
99669,0159241,31022
99675,2085002,127901
99728,1321870,82682
99741,1381404,87496
