movieId,imdbId,tmdbId
1894,0120828,6068
1895,0127723,15037
1896,0118894,50043
1897,0139362,37636
1900,0118849,21334
1901,0150290,416437
1902,0116141,32284
1903,0126938,51955
1904,0122529,37410
1907,0120762,10674
1909,0120902,846
1910,0126344,12655
1911,0118998,3050
1912,0120780,1389
1913,0073540,11020
1914,0120321,20862
1916,0118789,9464
1917,0120591,95
1918,0122151,944
1919,0123987,35680
1920,0122718,11551
1921,0138704,473
1922,0140688,102304
1923,0129387,544
1924,0052077,10513
1925,0018578,28966
1926,0019729,65203
1927,0020629,143
1928,0021746,42861
1929,0022958,33680
1931,0026752,12311
1932,0027698,43277
