movieId,imdbId,tmdbId
94478,1077368,62213
94480,1104123,13486
94494,1641385,89326
94672,1663193,51823
94677,1645170,76493
94777,1409024,41154
94780,1735898,58595
94799,1748207,86812
94833,1430626,72197
94864,1446714,70981
94896,1704573,92591
94919,1196340,12645
94931,1592281,86555
94939,1278449,48392
94953,1655460,50647
94959,1748122,83666
94969,1821480,82825
95067,0763831,72358
95088,1862079,84332
95105,1277953,80321
95113,0045719,65421
95115,0047114,43337
95135,1742336,84355
95147,0142249,39145
95165,0142240,39100
95167,1217209,62177
95182,0142233,39101
95199,1586265,76494
95201,1859650,81836
