movieId,imdbId,tmdbId
101850,0388644,89049
101864,1483013,75612
101884,1507563,59963
101895,0453562,109410
101904,1613092,86577
101947,2007385,78056
101962,2140203,110420
102033,1980209,134374
102123,1245492,109414
102125,1300854,68721
102165,2055765,174321
102194,1935179,103731
102217,0152183,25117
102252,0084671,19156
102278,1551630,165739
102378,0762138,72525
102396,1605777,82501
102407,1343092,64682
102445,1408101,54138
102469,1684925,60270
102481,2234155,116741
102588,2366450,128216
102666,0070233,20803
102684,1602613,77987
102686,1951261,109439
102716,1905041,82992
102720,0848537,116711
