movieId,imdbId,tmdbId
8261,0075612,41662
8263,0041944,33738
8264,0073076,17346
8266,0087957,13763
8267,0063218,67217
8268,0107843,10498
8273,0104545,4507
8275,0017765,34847
8290,0073396,32303
8327,0330229,870
8331,0033874,26319
8332,0067805,45938
8336,0035019,39871
8337,0046816,10178
8338,0039192,16391
8340,0079116,10734
8341,0040662,10949
8360,0298148,809
8361,0319262,435
8362,0350028,4599
8363,0367085,12657
8364,0367790,28219
8366,0332375,13193
8367,0324197,24190
8368,0304141,673
8369,0297284,16617
8370,0363226,246
8371,0296572,2789
8372,0356634,8920
8373,0327162,9890
8376,0374900,8193
8385,0055100,40894
